Date,Price,Aporte,Aporte Neto,Titulos Comprados,Tit Acumulados,Valor Neto
01/01/2010,"1,073.90", $500.00 , $79.00 ,0.0736,0.0736, $79.00 
01/02/2010,"1,104.50", $500.00 , $104.00 ,0.0942,0.1677, $185.25 
01/03/2010,"1,169.40", $500.00 , $104.00 ,0.0889,0.2567, $300.14 
01/04/2010,"1,186.70", $500.00 , $104.00 ,0.0876,0.3443, $408.58 
01/05/2010,"1,089.40", $500.00 , $104.00 ,0.0955,0.4398, $479.08 
01/06/2010,"1,030.70", $500.00 , $104.00 ,0.1009,0.5407, $557.26 
01/07/2010,"1,101.60", $500.00 , $104.00 ,0.0944,0.6351, $699.60 
01/08/2010,"1,049.30", $500.00 , $104.00 ,0.0991,0.7342, $770.38 
01/09/2010,"1,141.20", $500.00 , $104.00 ,0.0911,0.8253, $941.85 
01/10/2010,"1,183.30", $500.00 , $104.00 ,0.0879,0.9132," $1,080.60 "
01/11/2010,"1,180.50", $500.00 , $104.00 ,0.0881,1.0013," $1,182.04 "
01/12/2010,"1,257.60", $500.00 , $104.00 ,0.0827,1.0840," $1,363.24 "
01/01/2011,"1,286.10", $500.00 , $401.00 ,0.3118,1.3958," $1,795.14 "
01/02/2011,"1,327.20", $500.00 , $401.00 ,0.3021,1.6979," $2,253.50 "
01/03/2011,"1,325.80", $500.00 , $401.00 ,0.3025,2.0004," $2,652.13 "
01/04/2011,"1,363.60", $500.00 , $401.00 ,0.2941,2.2945," $3,128.74 "
01/05/2011,"1,345.20", $500.00 , $401.00 ,0.2981,2.5926," $3,487.52 "
01/06/2011,"1,320.60", $500.00 , $401.00 ,0.3036,2.8962," $3,824.75 "
01/07/2011,"1,292.30", $500.00 , $401.00 ,0.3103,3.2065," $4,143.78 "
01/08/2011,"1,218.90", $500.00 , $401.00 ,0.3290,3.5355," $4,309.42 "
01/09/2011,"1,131.40", $500.00 , $401.00 ,0.3544,3.8899," $4,401.07 "
01/10/2011,"1,253.30", $500.00 , $401.00 ,0.3200,4.2099," $5,276.25 "
01/11/2011,"1,247.00", $500.00 , $401.00 ,0.3216,4.5315," $5,650.73 "
01/12/2011,"1,257.60", $500.00 , $401.00 ,0.3189,4.8503," $6,099.76 "
01/01/2012,"1,312.40", $500.00 , $500.00 ,0.3810,5.2313," $6,865.56 "
01/02/2012,"1,365.70", $500.00 , $500.00 ,0.3661,5.5974," $7,644.39 "
01/03/2012,"1,408.50", $500.00 , $500.00 ,0.3550,5.9524," $8,383.96 "
01/04/2012,"1,397.90", $500.00 , $500.00 ,0.3577,6.3101," $8,820.86 "
01/05/2012,"1,310.30", $500.00 , $500.00 ,0.3816,6.6917," $8,768.10 "
01/06/2012,"1,362.20", $500.00 , $500.00 ,0.3671,7.0587," $9,615.40 "
01/07/2012,"1,379.30", $500.00 , $500.00 ,0.3625,7.4212," $10,236.10 "
01/08/2012,"1,406.60", $500.00 , $500.00 ,0.3555,7.7767," $10,938.70 "
01/09/2012,"1,440.70", $500.00 , $500.00 ,0.3471,8.1237," $11,703.89 "
01/10/2012,"1,412.20", $500.00 , $500.00 ,0.3541,8.4778," $11,972.36 "
01/11/2012,"1,416.20", $500.00 , $500.00 ,0.3531,8.8309," $12,506.27 "
01/12/2012,"1,426.20", $500.00 , $500.00 ,0.3506,9.1814," $13,094.58 "
01/01/2013,"1,498.10", $500.00 , $500.00 ,0.3338,9.5152," $14,254.72 "
01/02/2013,"1,514.70", $500.00 , $500.00 ,0.3301,9.8453," $14,912.68 "
01/03/2013,"1,569.20", $500.00 , $500.00 ,0.3186,10.1639," $15,949.25 "
01/04/2013,"1,597.60", $500.00 , $500.00 ,0.3130,10.4769," $16,737.90 "
01/05/2013,"1,630.70", $500.00 , $500.00 ,0.3066,10.7835," $17,584.69 "
01/06/2013,"1,606.30", $500.00 , $500.00 ,0.3113,11.0948," $17,821.57 "
01/07/2013,"1,685.70", $500.00 , $500.00 ,0.2966,11.3914," $19,202.50 "
01/08/2013,"1,633.00", $500.00 , $500.00 ,0.3062,11.6976," $19,102.17 "
01/09/2013,"1,681.50", $500.00 , $500.00 ,0.2974,11.9949," $20,169.50 "
01/10/2013,"1,756.50", $500.00 , $500.00 ,0.2847,12.2796," $21,569.12 "
01/11/2013,"1,805.80", $500.00 , $500.00 ,0.2769,12.5565," $22,674.51 "
01/12/2013,"1,848.40", $500.00 , $500.00 ,0.2705,12.8270," $23,709.41 "
01/01/2014,"1,782.60", $500.00 , $500.00 ,0.2805,13.1075," $23,365.40 "
01/02/2014,"1,859.45", $500.00 , $500.00 ,0.2689,13.3764," $24,872.71 "
01/03/2014,"1,872.34", $500.00 , $500.00 ,0.2670,13.6434," $25,545.13 "
01/04/2014,"1,883.95", $500.00 , $500.00 ,0.2654,13.9088," $26,203.53 "
01/05/2014,"1,923.57", $500.00 , $500.00 ,0.2599,14.1688," $27,254.60 "
01/06/2014,"1,960.23", $500.00 , $500.00 ,0.2551,14.4238," $28,274.02 "
01/07/2014,"1,930.67", $500.00 , $500.00 ,0.2590,14.6828," $28,347.66 "
01/08/2014,"2,003.37", $500.00 , $500.00 ,0.2496,14.9324," $29,915.10 "
01/09/2014,"1,972.29", $500.00 , $500.00 ,0.2535,15.1859," $29,951.00 "
01/10/2014,"2,018.05", $500.00 , $500.00 ,0.2478,15.4337," $31,145.90 "
01/11/2014,"2,067.56", $500.00 , $500.00 ,0.2418,15.6755," $32,410.02 "
01/12/2014,"2,058.90", $500.00 , $500.00 ,0.2428,15.9183," $32,774.27 "
01/01/2015,"1,994.99", $500.00 , $500.00 ,0.2506,16.1690," $32,256.93 "
01/02/2015,"2,104.50", $500.00 , $500.00 ,0.2376,16.4066," $34,527.60 "
01/03/2015,"2,067.89", $500.00 , $500.00 ,0.2418,16.6483," $34,426.95 "
01/04/2015,"2,085.51", $500.00 , $500.00 ,0.2397,16.8881," $35,220.30 "
01/05/2015,"2,107.39", $500.00 , $500.00 ,0.2373,17.1254," $36,089.81 "
01/06/2015,"2,063.11", $500.00 , $500.00 ,0.2424,17.3677," $35,831.50 "
01/07/2015,"2,103.84", $500.00 , $500.00 ,0.2377,17.6054," $37,038.88 "
01/08/2015,"1,972.18", $500.00 , $500.00 ,0.2535,17.8589," $35,220.96 "
01/09/2015,"1,920.03", $500.00 , $500.00 ,0.2604,18.1193," $34,789.62 "
01/10/2015,"2,079.36", $500.00 , $500.00 ,0.2405,18.3598," $38,176.57 "
01/11/2015,"2,080.41", $500.00 , $500.00 ,0.2403,18.6001," $38,695.85 "
01/12/2015,"2,043.94", $500.00 , $500.00 ,0.2446,18.8447," $38,517.50 "
01/01/2016,"1,940.24", $500.00 , $500.00 ,0.2577,19.1024," $37,063.30 "
01/02/2016,"1,932.23", $500.00 , $500.00 ,0.2588,19.3612," $37,410.29 "
01/03/2016,"2,059.74", $500.00 , $500.00 ,0.2427,19.6039," $40,379.04 "
01/04/2016,"2,065.30", $500.00 , $500.00 ,0.2421,19.8460," $40,988.04 "
01/05/2016,"2,096.96", $500.00 , $500.00 ,0.2384,20.0845," $42,116.36 "
01/06/2016,"2,098.86", $500.00 , $500.00 ,0.2382,20.3227," $42,654.52 "
01/07/2016,"2,173.60", $500.00 , $500.00 ,0.2300,20.5527," $44,673.44 "
01/08/2016,"2,170.95", $500.00 , $500.00 ,0.2303,20.7831," $45,118.98 "
01/09/2016,"2,168.27", $500.00 , $500.00 ,0.2306,21.0137," $45,563.28 "
01/10/2016,"2,126.15", $500.00 , $500.00 ,0.2352,21.2488," $45,178.18 "
01/11/2016,"2,198.81", $500.00 , $500.00 ,0.2274,21.4762," $47,222.12 "
01/12/2016,"2,238.83", $500.00 , $500.00 ,0.2233,21.6995," $48,581.60 "
01/01/2017,"2,278.87", $500.00 , $500.00 ,0.2194,21.9190," $49,950.45 "
01/02/2017,"2,363.64", $500.00 , $500.00 ,0.2115,22.1305," $52,308.52 "
01/03/2017,"2,362.72", $500.00 , $500.00 ,0.2116,22.3421," $52,788.16 "
01/04/2017,"2,384.20", $500.00 , $500.00 ,0.2097,22.5518," $53,768.07 "
01/05/2017,"2,411.80", $500.00 , $500.00 ,0.2073,22.7591," $54,890.50 "
01/06/2017,"2,423.41", $500.00 , $500.00 ,0.2063,22.9655," $55,654.73 "
01/07/2017,"2,470.30", $500.00 , $500.00 ,0.2024,23.1679," $57,231.59 "
01/08/2017,"2,471.65", $500.00 , $500.00 ,0.2023,23.3702," $57,762.86 "
01/09/2017,"2,519.36", $500.00 , $500.00 ,0.1985,23.5686," $59,377.85 "
01/10/2017,"2,575.26", $500.00 , $500.00 ,0.1942,23.7628," $61,195.34 "
01/11/2017,"2,647.58", $500.00 , $500.00 ,0.1889,23.9516," $63,413.86 "
01/12/2017,"2,673.61", $500.00 , $500.00 ,0.1870,24.1386," $64,537.32 "
01/01/2018,"2,823.81", $500.00 , $500.00 ,0.1771,24.3157," $68,662.95 "
01/02/2018,"2,713.83", $500.00 , $500.00 ,0.1842,24.5000," $66,488.71 "
01/03/2018,"2,640.87", $500.00 , $500.00 ,0.1893,24.6893," $65,201.19 "
01/04/2018,"2,648.05", $500.00 , $500.00 ,0.1888,24.8781," $65,878.46 "
01/05/2018,"2,705.27", $500.00 , $500.00 ,0.1848,25.0629," $67,801.98 "
01/06/2018,"2,718.37", $500.00 , $500.00 ,0.1839,25.2469," $68,630.31 "
01/07/2018,"2,816.29", $500.00 , $500.00 ,0.1775,25.4244," $71,602.48 "
01/08/2018,"2,901.52", $500.00 , $500.00 ,0.1723,25.5967," $74,269.40 "
01/09/2018,"2,913.98", $500.00 , $500.00 ,0.1716,25.7683," $75,088.34 "
01/10/2018,"2,711.74", $500.00 , $500.00 ,0.1844,25.9527," $70,376.95 "
01/11/2018,"2,760.17", $500.00 , $500.00 ,0.1811,26.1338," $72,133.84 "
01/12/2018,"2,506.85", $500.00 , $500.00 ,0.1995,26.3333," $66,013.62 "
01/01/2019,"2,704.10", $500.00 , $500.00 ,0.1849,26.5182," $71,707.86 "
01/02/2019,"2,784.49", $500.00 , $500.00 ,0.1796,26.6978," $74,339.66 "
01/03/2019,"2,834.40", $500.00 , $500.00 ,0.1764,26.8742," $76,172.14 "
01/04/2019,"2,945.83", $500.00 , $500.00 ,0.1697,27.0439," $79,666.73 "
01/05/2019,"2,752.06", $500.00 , $500.00 ,0.1817,27.2256," $74,926.44 "
01/06/2019,"2,941.76", $500.00 , $500.00 ,0.1700,27.3955," $80,591.13 "
01/07/2019,"2,980.38", $500.00 , $500.00 ,0.1678,27.5633," $82,149.15 "
01/08/2019,"2,926.46", $500.00 , $500.00 ,0.1709,27.7342," $81,162.93 "
01/09/2019,"2,976.74", $500.00 , $500.00 ,0.1680,27.9021," $83,057.41 "
