Date,Price,Aporte,Aporte Neto,Titulos Comprados,Tit Acumulados,Valor Neto
01/01/2018,"2,823.81", $500.00 , $277.00 ,0.09809,0.1113, $314.24 
01/02/2018,"2,713.83", $500.00 , $302.00 ,0.11128,0.2226, $604.00 
01/03/2018,"2,640.87", $500.00 , $302.00 ,0.11436,0.3369, $889.76 
01/04/2018,"2,648.05", $500.00 , $302.00 ,0.11405,0.4510," $1,194.18 "
01/05/2018,"2,705.27", $500.00 , $302.00 ,0.11163,0.5626," $1,521.99 "
01/06/2018,"2,718.37", $500.00 , $302.00 ,0.11110,0.6737," $1,831.36 "
01/07/2018,"2,816.29", $500.00 , $302.00 ,0.10723,0.7809," $2,199.32 "
01/08/2018,"2,901.52", $500.00 , $302.00 ,0.10408,0.8850," $2,567.88 "
01/09/2018,"2,913.98", $500.00 , $302.00 ,0.10364,0.9887," $2,880.91 "
01/10/2018,"2,711.74", $500.00 , $302.00 ,0.11137,1.1000," $2,982.96 "
01/11/2018,"2,760.17", $500.00 , $302.00 ,0.10941,1.2094," $3,338.24 "
01/12/2018,"2,506.85", $500.00 , $302.00 ,0.12047,1.3299," $3,333.87 "
01/01/2019,"2,704.10", $500.00 , $450.50 ,0.16660,1.4965," $4,046.69 "
01/02/2019,"2,784.49", $500.00 , $450.50 ,0.16179,1.6583," $4,617.49 "
01/03/2019,"2,834.40", $500.00 , $450.50 ,0.15894,1.8172," $5,150.76 "
01/04/2019,"2,945.83", $500.00 , $450.50 ,0.15293,1.9702," $5,803.75 "
01/05/2019,"2,752.06", $500.00 , $450.50 ,0.16370,2.1339," $5,872.49 "
01/06/2019,"2,941.76", $500.00 , $450.50 ,0.15314,2.2870," $6,727.79 "
01/07/2019,"2,980.38", $500.00 , $450.50 ,0.15116,2.4381," $7,266.61 "
01/08/2019,"2,926.46", $500.00 , $450.50 ,0.15394,2.5921," $7,585.64 "
01/09/2019,"2,976.74", $500.00 , $450.50 ,0.15134,2.7434," $8,166.47 "
01/10/2019,"3,037.56", $500.00 , $450.50 ,0.14831,2.8917," $8,783.83 "
01/11/2019,"3,140.98", $500.00 , $450.50 ,0.14343,3.0352," $9,533.39 "
01/12/2019,"3,230.78", $500.00 , $450.50 ,0.13944,3.1746," $10,256.45 "
01/01/2020,"3,225.52", $500.00 , $500.00 ,0.15501,3.3296," $10,739.75 "
01/02/2020,"2,954.22", $500.00 , $500.00 ,0.16925,3.4989," $10,336.43 "
01/03/2020,"2,584.59", $500.00 , $500.00 ,0.19345,3.6923," $9,543.14 "
01/04/2020,"2,912.43", $500.00 , $500.00 ,0.17168,3.8640," $11,253.63 "
01/05/2020,"3,044.31", $500.00 , $500.00 ,0.16424,4.0282," $12,263.22 "
01/06/2020,"3,100.29", $500.00 , $500.00 ,0.16128,4.1895," $12,988.72 "
01/07/2020,"3,271.12", $500.00 , $500.00 ,0.15285,4.3424," $14,204.41 "
01/08/2020,"3,500.31", $500.00 , $500.00 ,0.14284,4.4852," $15,699.64 "
01/09/2020,"3,363.00", $500.00 , $500.00 ,0.14868,4.6339," $15,583.78 "
01/10/2020,"3,269.96", $500.00 , $500.00 ,0.15291,4.7868," $15,652.64 "
01/11/2020,"3,621.63", $500.00 , $500.00 ,0.13806,4.9249," $17,836.01 "
01/12/2020,"3,756.07", $500.00 , $500.00 ,0.13312,5.0580," $18,998.11 "
01/01/2021,"3,714.24", $500.00 , $351.25 ,0.09457,5.1525," $19,137.78 "
01/02/2021,"3,811.15", $500.00 , $469.05 ,0.12307,5.2756," $20,106.17 "
01/03/2021,"3,972.89", $500.00 , $500.00 ,0.12585,5.4015," $21,459.45 "
01/04/2021,"4,181.17", $500.00 , $500.00 ,0.11958,5.5211," $23,084.46 "
01/05/2021,"4,204.11", $500.00 , $500.00 ,0.11893,5.6400," $23,711.12 "
01/06/2021,"4,297.50", $500.00 , $500.00 ,0.11635,5.7563," $24,737.83 "
01/07/2021,"4,395.26", $500.00 , $500.00 ,0.11376,5.8701," $25,800.57 "
01/08/2021,"4,522.68", $500.00 , $500.00 ,0.11055,5.9806," $27,048.54 "
01/09/2021,"4,307.54", $500.00 , $500.00 ,0.11608,6.0967," $26,261.86 "
01/10/2021,"4,605.38", $500.00 , $500.00 ,0.10857,6.2053," $28,577.71 "
01/11/2021,"4,567.00", $500.00 , $500.00 ,0.10948,6.3148," $28,839.55 "
01/12/2021,"4,766.18", $500.00 , $500.00 ,0.10491,6.4197," $30,597.33 "
01/01/2022,"4,515.55", $500.00 , $500.00 ,0.11073,6.5304," $29,488.37 "
01/02/2022,"4,373.94", $500.00 , $500.00 ,0.11431,6.6447," $29,063.59 "
01/03/2022,"4,530.41", $500.00 , $500.00 ,0.11037,6.7551," $30,603.29 "
01/04/2022,"4,131.93", $500.00 , $500.00 ,0.12101,6.8761," $28,411.53 "
01/05/2022,"4,132.15", $500.00 , $500.00 ,0.12100,6.9971," $28,913.04 "
01/06/2022,"3,785.38", $500.00 , $500.00 ,0.13209,7.1292," $26,986.66 "
01/07/2022,"4,130.29", $500.00 , $500.00 ,0.12106,7.2502," $29,945.58 "
01/08/2022,"3,955.00", $500.00 , $500.00 ,0.12642,7.3767," $29,174.69 "
01/09/2022,"3,585.62", $500.00 , $500.00 ,0.13945,7.5161," $26,949.90 "
01/10/2022,"3,871.98", $500.00 , $500.00 ,0.12913,7.6452," $29,602.21 "
01/11/2022,"4,080.11", $500.00 , $500.00 ,0.12255,7.7678," $31,693.42 "
01/12/2022,"3,839.50", $500.00 , $500.00 ,0.13023,7.8980," $30,324.41 "
01/01/2023,"4,076.60", $500.00 , $500.00 ,0.12265,8.0207," $32,697.03 "
01/02/2023,"3,970.15", $500.00 , $500.00 ,0.12594,8.1466," $32,343.23 "
01/03/2023,"4,109.31", $500.00 , $500.00 ,0.12167,8.2683," $33,976.91 "
01/04/2023,"4,169.48", $500.00 , $500.00 ,0.11992,8.3882," $34,974.41 "
01/05/2023,"4,179.83", $500.00 , $500.00 ,0.11962,8.5078," $35,561.23 "
01/06/2023,"4,450.38", $500.00 , $500.00 ,0.11235,8.6202," $38,363.02 "
01/07/2023,"4,588.96", $500.00 , $500.00 ,0.10896,8.7291," $40,057.60 "
01/08/2023,"4,507.66", $500.00 , $500.00 ,0.11092,8.8400," $39,847.92 "
01/09/2023,"4,288.05", $500.00 , $500.00 ,0.11660,8.9566," $38,406.56 "
01/10/2023,"4,193.80", $500.00 , $500.00 ,0.11922,9.0759," $38,062.40 "
01/11/2023,"4,567.80", $500.00 , $500.00 ,0.10946,9.1853," $41,956.77 "
01/12/2023,"4,769.83", $500.00 , $500.00 ,0.10483,9.2902," $44,312.49 "
01/01/2024,"4,845.65", $500.00 , $500.00 ,0.10319,9.3933," $45,516.87 "
01/02/2024,"5,096.27", $500.00 , $500.00 ,0.09811,9.4915," $48,371.03 "
01/03/2024,"5,254.35", $500.00 , $500.00 ,0.09516,9.5866," $50,371.44 "
01/04/2024,"5,035.69", $500.00 , $500.00 ,0.09929,9.6859," $48,775.23 "
01/05/2024,"5,277.51", $500.00 , $500.00 ,0.09474,9.7806," $51,617.47 "
01/06/2024,"5,460.48", $500.00 , $500.00 ,0.09157,9.8722," $53,907.04 "
01/07/2024,"5,522.30", $500.00 , $500.00 ,0.09054,9.9628," $55,017.34 "
01/08/2024,"5,648.40", $500.00 , $500.00 ,0.08852,10.0513," $56,773.64 "
01/09/2024,"5,762.48", $500.00 , $500.00 ,0.08677,10.1380," $58,420.29 "
01/10/2024,"5,705.45", $500.00 , $500.00 ,0.08764,10.2257," $58,342.12 "
01/11/2024,"6,032.38", $500.00 , $500.00 ,0.08289,10.3086," $62,185.20 "
01/12/2024,"5,881.63", $500.00 , $500.00 ,0.08501,10.3936," $61,131.19 "
01/01/2025,"6,040.53", $500.00 , $500.00 ,0.08277,10.4764," $63,282.72 "
01/02/2025,"5,954.50", $500.00 , $500.00 ,0.08397,10.5603," $62,881.44 "
01/03/2025,"5,611.85", $500.00 , $500.00 ,0.08910,10.6494," $59,762.95 "
01/04/2025,"5,569.06", $500.00 , $500.00 ,0.08978,10.7392," $59,807.26 "
01/05/2025,"5,911.69", $500.00 , $500.00 ,0.08458,10.8238," $63,986.83 "
01/06/2025,"6,204.95", $500.00 , $500.00 ,0.08058,10.9044," $67,661.02 "
01/07/2025,"6,339.39", $500.00 , $500.00 ,0.07887,10.9832," $69,627.00 "
01/08/2025,"6,460.26", $500.00 , $500.00 ,0.07740,11.0606," $71,454.54 "
01/09/2025,"6,688.46", $500.00 , $500.00 ,0.07476,11.1354," $74,478.58 "
01/10/2025,"6,840.20", $500.00 , $500.00 ,0.07310,11.2085," $76,668.26 "
01/11/2025,"6,849.09", $500.00 , $500.00 ,0.07300,11.2815," $77,267.90 "
01/12/2025,"6,845.50", $500.00 , $500.00 ,0.07304,11.3545," $77,727.40 "
01/01/2026,"6,940.01", $-   , $-   ,0.00000,11.3545," $78,800.52 "
