Date,Price,Aporte,Aporte Neto,Titulos Comprados,Tit Acumulados,Valor Neto
01/01/2013,"1,498.10", $500.00 , $153.25 ,0.102296,0.10, $153.25 
01/02/2013,"1,514.70", $500.00 , $178.25 ,0.117680,0.22, $333.20 
01/03/2013,"1,569.20", $500.00 , $178.25 ,0.113593,0.33, $523.44 
01/04/2013,"1,597.60", $500.00 , $178.25 ,0.111574,0.45, $711.16 
01/05/2013,"1,630.70", $500.00 , $178.25 ,0.109309,0.55, $904.14 
01/06/2013,"1,606.30", $500.00 , $178.25 ,0.110969,0.67," $1,068.87 "
01/07/2013,"1,685.70", $500.00 , $178.25 ,0.105742,0.77," $1,299.95 "
01/08/2013,"1,633.00", $500.00 , $178.25 ,0.109155,0.88," $1,437.56 "
01/09/2013,"1,681.50", $500.00 , $178.25 ,0.106007,0.99," $1,658.51 "
01/10/2013,"1,756.50", $500.00 , $178.25 ,0.101480,1.09," $1,910.73 "
01/11/2013,"1,805.80", $500.00 , $178.25 ,0.098710,1.19," $2,142.61 "
01/12/2013,"1,848.40", $500.00 , $178.25 ,0.096435,1.28," $2,371.40 "
01/01/2014,"1,782.60", $500.00 , $419.55 ,0.235358,1.52," $2,706.54 "
01/02/2014,"1,859.45", $500.00 , $419.55 ,0.225631,1.74," $3,242.77 "
01/03/2014,"1,872.34", $500.00 , $419.55 ,0.224078,1.97," $3,684.80 "
01/04/2014,"1,883.95", $500.00 , $419.55 ,0.222697,2.19," $4,127.20 "
01/05/2014,"1,923.57", $500.00 , $419.55 ,0.218110,2.41," $4,633.54 "
01/06/2014,"1,960.23", $500.00 , $419.55 ,0.214031,2.62," $5,141.40 "
01/07/2014,"1,930.67", $500.00 , $419.55 ,0.217308,2.84," $5,483.42 "
01/08/2014,"2,003.37", $500.00 , $419.55 ,0.209422,3.05," $6,109.45 "
01/09/2014,"1,972.29", $500.00 , $419.55 ,0.212722,3.26," $6,434.22 "
01/10/2014,"2,018.05", $500.00 , $419.55 ,0.207899,3.47," $7,003.05 "
01/11/2014,"2,067.56", $500.00 , $419.55 ,0.202920,3.67," $7,594.41 "
01/12/2014,"2,058.90", $500.00 , $419.55 ,0.203774,3.88," $7,982.15 "
01/01/2015,"1,994.99", $500.00 , $500.00 ,0.250628,4.13," $8,234.38 "
01/02/2015,"2,104.50", $500.00 , $500.00 ,0.237586,4.37," $9,186.38 "
01/03/2015,"2,067.89", $500.00 , $500.00 ,0.241792,4.61," $9,526.58 "
01/04/2015,"2,085.51", $500.00 , $500.00 ,0.239750,4.85," $10,107.75 "
01/05/2015,"2,107.39", $500.00 , $500.00 ,0.237260,5.08," $10,713.80 "
01/06/2015,"2,063.11", $500.00 , $500.00 ,0.242353,5.33," $10,988.68 "
01/07/2015,"2,103.84", $500.00 , $500.00 ,0.237661,5.56," $11,705.62 "
01/08/2015,"1,972.18", $500.00 , $500.00 ,0.253527,5.82," $11,473.07 "
01/09/2015,"1,920.03", $500.00 , $500.00 ,0.260413,6.08," $11,669.69 "
01/10/2015,"2,079.36", $500.00 , $500.00 ,0.240459,6.32," $13,138.08 "
01/11/2015,"2,080.41", $500.00 , $500.00 ,0.240337,6.56," $13,644.71 "
01/12/2015,"2,043.94", $500.00 , $500.00 ,0.244626,6.80," $13,905.52 "
01/01/2016,"1,940.24", $500.00 , $500.00 ,0.257700,7.06," $13,700.02 "
01/02/2016,"1,932.23", $500.00 , $500.00 ,0.258768,7.32," $14,143.46 "
01/03/2016,"2,059.74", $500.00 , $500.00 ,0.242749,7.56," $15,576.80 "
01/04/2016,"2,065.30", $500.00 , $500.00 ,0.242096,7.80," $16,118.85 "
01/05/2016,"2,096.96", $500.00 , $500.00 ,0.238440,8.04," $16,865.94 "
01/06/2016,"2,098.86", $500.00 , $500.00 ,0.238225,8.28," $17,381.22 "
01/07/2016,"2,173.60", $500.00 , $500.00 ,0.230033,8.51," $18,500.17 "
01/08/2016,"2,170.95", $500.00 , $500.00 ,0.230314,8.74," $18,977.61 "
01/09/2016,"2,168.27", $500.00 , $500.00 ,0.230599,8.97," $19,454.18 "
01/10/2016,"2,126.15", $500.00 , $500.00 ,0.235167,9.21," $19,576.27 "
01/11/2016,"2,198.81", $500.00 , $500.00 ,0.227396,9.43," $20,745.28 "
01/12/2016,"2,238.83", $500.00 , $500.00 ,0.223331,9.66," $21,622.86 "
01/01/2017,"2,278.87", $500.00 , $500.00 ,0.219407,9.88," $22,509.57 "
01/02/2017,"2,363.64", $500.00 , $500.00 ,0.211538,10.09," $23,846.89 "
01/03/2017,"2,362.72", $500.00 , $500.00 ,0.211621,10.30," $24,337.61 "
01/04/2017,"2,384.20", $500.00 , $500.00 ,0.209714,10.51," $25,058.87 "
01/05/2017,"2,411.80", $500.00 , $500.00 ,0.207314,10.72," $25,848.95 "
01/06/2017,"2,423.41", $500.00 , $500.00 ,0.206321,10.92," $26,473.38 "
01/07/2017,"2,470.30", $500.00 , $500.00 ,0.202405,11.13," $27,485.61 "
01/08/2017,"2,471.65", $500.00 , $500.00 ,0.202294,11.33," $28,000.63 "
01/09/2017,"2,519.36", $500.00 , $500.00 ,0.198463,11.53," $29,041.13 "
01/10/2017,"2,575.26", $500.00 , $500.00 ,0.194155,11.72," $30,185.50 "
01/11/2017,"2,647.58", $500.00 , $500.00 ,0.188852,11.91," $31,533.18 "
01/12/2017,"2,673.61", $500.00 , $500.00 ,0.187013,12.10," $32,343.21 "
01/01/2018,"2,823.81", $500.00 , $500.00 ,0.177066,12.27," $34,660.21 "
01/02/2018,"2,713.83", $500.00 , $500.00 ,0.184241,12.46," $33,810.28 "
01/03/2018,"2,640.87", $500.00 , $500.00 ,0.189332,12.65," $33,401.31 "
01/04/2018,"2,648.05", $500.00 , $500.00 ,0.188818,12.84," $33,992.12 "
01/05/2018,"2,705.27", $500.00 , $500.00 ,0.184824,13.02," $35,226.63 "
01/06/2018,"2,718.37", $500.00 , $500.00 ,0.183934,13.21," $35,897.21 "
01/07/2018,"2,816.29", $500.00 , $500.00 ,0.177539,13.38," $37,690.29 "
01/08/2018,"2,901.52", $500.00 , $500.00 ,0.172323,13.56," $39,330.92 "
01/09/2018,"2,913.98", $500.00 , $500.00 ,0.171587,13.73," $39,999.82 "
01/10/2018,"2,711.74", $500.00 , $500.00 ,0.184383,13.91," $37,723.70 "
01/11/2018,"2,760.17", $500.00 , $500.00 ,0.181148,14.09," $38,897.42 "
01/12/2018,"2,506.85", $500.00 , $500.00 ,0.199453,14.29," $35,827.53 "
01/01/2019,"2,704.10", $500.00 , $500.00 ,0.184904,14.48," $39,146.60 "
01/02/2019,"2,784.49", $500.00 , $500.00 ,0.179566,14.66," $40,810.39 "
01/03/2019,"2,834.40", $500.00 , $500.00 ,0.176404,14.83," $42,041.88 "
01/04/2019,"2,945.83", $500.00 , $500.00 ,0.169731,15.00," $44,194.69 "
01/05/2019,"2,752.06", $500.00 , $500.00 ,0.181682,15.18," $41,787.67 "
01/06/2019,"2,941.76", $500.00 , $500.00 ,0.169966,15.35," $45,168.10 "
01/07/2019,"2,980.38", $500.00 , $500.00 ,0.167764,15.52," $46,261.07 "
01/08/2019,"2,926.46", $500.00 , $500.00 ,0.170855,15.69," $45,924.13 "
01/09/2019,"2,976.74", $500.00 , $500.00 ,0.167969,15.86," $47,213.17 "
01/10/2019,"3,037.56", $500.00 , $500.00 ,0.164606,16.03," $48,677.81 "
01/11/2019,"3,140.98", $500.00 , $500.00 ,0.159186,16.18," $50,835.15 "
01/12/2019,"3,230.78", $500.00 , $500.00 ,0.154761,16.34," $52,788.52 "
01/01/2020,"3,225.52", $500.00 , $500.00 ,0.155014,16.49," $53,202.57 "
01/02/2020,"2,954.22", $500.00 , $500.00 ,0.169249,16.66," $49,227.68 "
01/03/2020,"2,584.59", $500.00 , $500.00 ,0.193454,16.86," $43,568.34 "
01/04/2020,"2,912.43", $500.00 , $500.00 ,0.171678,17.03," $49,594.73 "
01/05/2020,"3,044.31", $500.00 , $500.00 ,0.164241,17.19," $52,340.47 "
01/06/2020,"3,100.29", $500.00 , $500.00 ,0.161275,17.35," $53,802.93 "
01/07/2020,"3,271.12", $500.00 , $500.00 ,0.152853,17.51," $57,267.54 "
01/08/2020,"3,500.31", $500.00 , $500.00 ,0.142844,17.65," $61,779.97 "
01/09/2020,"3,363.00", $500.00 , $500.00 ,0.148677,17.80," $59,856.47 "
01/10/2020,"3,269.96", $500.00 , $500.00 ,0.152907,17.95," $58,700.49 "
01/11/2020,"3,621.63", $500.00 , $500.00 ,0.138059,18.09," $65,513.48 "
01/12/2020,"3,756.07", $500.00 , $500.00 ,0.133118,18.22," $68,445.43 "
01/01/2021,"3,714.24", $500.00 , $351.25 ,0.094568,18.32," $68,034.43 "
01/02/2021,"3,811.15", $500.00 , $469.05 ,0.123073,18.44," $70,278.60 "
01/03/2021,"3,972.89", $500.00 , $500.00 ,0.125853,18.57," $73,761.12 "
01/04/2021,"4,181.17", $500.00 , $500.00 ,0.119584,18.69," $78,128.07 "
01/05/2021,"4,204.11", $500.00 , $500.00 ,0.118931,18.80," $79,056.72 "
01/06/2021,"4,297.50", $500.00 , $500.00 ,0.116347,18.92," $81,312.89 "
01/07/2021,"4,395.26", $500.00 , $500.00 ,0.113759,19.03," $83,662.60 "
01/08/2021,"4,522.68", $500.00 , $500.00 ,0.110554,19.15," $86,588.01 "
01/09/2021,"4,307.54", $500.00 , $500.00 ,0.116076,19.26," $82,969.09 "
01/10/2021,"4,605.38", $500.00 , $500.00 ,0.108569,19.37," $89,205.89 "
01/11/2021,"4,567.00", $500.00 , $500.00 ,0.109481,19.48," $88,962.48 "
01/12/2021,"4,766.18", $500.00 , $500.00 ,0.104906,19.58," $93,342.39 "
01/01/2022,"4,515.55", $500.00 , $500.00 ,0.110728,19.70," $88,933.97 "
01/02/2022,"4,373.94", $500.00 , $500.00 ,0.114313,19.81," $86,644.95 "
01/03/2022,"4,530.41", $500.00 , $500.00 ,0.110365,19.92," $90,244.52 "
01/04/2022,"4,131.93", $500.00 , $500.00 ,0.121009,20.04," $82,806.91 "
01/05/2022,"4,132.15", $500.00 , $500.00 ,0.121002,20.16," $83,311.32 "
01/06/2022,"3,785.38", $500.00 , $500.00 ,0.132087,20.29," $76,819.83 "
01/07/2022,"4,130.29", $500.00 , $500.00 ,0.121057,20.41," $84,319.38 "
01/08/2022,"3,955.00", $500.00 , $500.00 ,0.126422,20.54," $81,240.85 "
01/09/2022,"3,585.62", $500.00 , $500.00 ,0.139446,20.68," $74,153.31 "
01/10/2022,"3,871.98", $500.00 , $500.00 ,0.129133,20.81," $80,575.45 "
01/11/2022,"4,080.11", $500.00 , $500.00 ,0.122546,20.93," $85,406.61 "
01/12/2022,"3,839.50", $500.00 , $500.00 ,0.130225,21.06," $80,870.05 "
01/01/2023,"4,076.60", $500.00 , $500.00 ,0.122651,21.19," $86,364.01 "
01/02/2023,"3,970.15", $500.00 , $500.00 ,0.125940,21.31," $84,608.83 "
01/03/2023,"4,109.31", $500.00 , $500.00 ,0.121675,21.43," $88,074.51 "
01/04/2023,"4,169.48", $500.00 , $500.00 ,0.119919,21.55," $89,864.13 "
01/05/2023,"4,179.83", $500.00 , $500.00 ,0.119622,21.67," $90,587.20 "
01/06/2023,"4,450.38", $500.00 , $500.00 ,0.112350,21.78," $96,950.68 "
01/07/2023,"4,588.96", $500.00 , $500.00 ,0.108957,21.89," $100,469.62 "
01/08/2023,"4,507.66", $500.00 , $500.00 ,0.110922,22.00," $99,189.66 "
01/09/2023,"4,288.05", $500.00 , $500.00 ,0.116603,22.12," $94,857.21 "
01/10/2023,"4,193.80", $500.00 , $500.00 ,0.119224,22.24," $93,272.28 "
01/11/2023,"4,567.80", $500.00 , $500.00 ,0.109462,22.35," $102,090.23 "
01/12/2023,"4,769.83", $500.00 , $500.00 ,0.104826,22.45," $107,105.59 "
01/01/2024,"4,845.65", $500.00 , $500.00 ,0.103185,22.56," $109,308.12 "
01/02/2024,"5,096.27", $500.00 , $500.00 ,0.098111,22.66," $115,461.60 "
01/03/2024,"5,254.35", $500.00 , $500.00 ,0.095159,22.75," $119,543.08 "
01/04/2024,"5,035.69", $500.00 , $500.00 ,0.099291,22.85," $115,068.29 "
01/05/2024,"5,277.51", $500.00 , $500.00 ,0.094742,22.95," $121,094.01 "
01/06/2024,"5,460.48", $500.00 , $500.00 ,0.091567,23.04," $125,792.31 "
01/07/2024,"5,522.30", $500.00 , $500.00 ,0.090542,23.13," $127,716.45 "
01/08/2024,"5,648.40", $500.00 , $500.00 ,0.088521,23.22," $131,132.81 "
01/09/2024,"5,762.48", $500.00 , $500.00 ,0.086768,23.30," $134,281.28 "
01/10/2024,"5,705.45", $500.00 , $500.00 ,0.087636,23.39," $133,452.33 "
01/11/2024,"6,032.38", $500.00 , $500.00 ,0.082886,23.47," $141,599.33 "
01/12/2024,"5,881.63", $500.00 , $500.00 ,0.085010,23.56," $138,560.74 "
01/01/2025,"6,040.53", $500.00 , $500.00 ,0.082774,23.64," $142,804.14 "
01/02/2025,"5,954.50", $500.00 , $500.00 ,0.083970,23.72," $141,270.31 "
01/03/2025,"5,611.85", $500.00 , $500.00 ,0.089097,23.81," $133,640.95 "
